,Player,Pick,Position,ID,Draft Year,Projected SPM,Superstar,Starter,Role Player,Bust
0,Tim Pickett,44,SG,tim-pickett,2004,-1.309528422,0.00086899,0.038588546,0.308918995,0.651623469
1,Chris Paul,4,PG,chris-paul,2005,1.516427425,0.163318627,0.48997168,0.09913282400000001,0.24757686899999998
2,Brandon Bass,33,PF,brandon-bass,2005,-0.196150629,0.010712641,0.282192702,0.35684566100000004,0.350248995
3,Emeka Okafor,2,PF,emeka-okafor,2004,0.38286378200000004,0.05950957,0.454024052,0.155522628,0.33094375
4,Raymond Felton,5,PG,raymond-felton,2005,0.329183515,0.050032359000000005,0.3878886,0.18746655899999998,0.374612483
5,Sean May,13,PF,sean-may,2005,-0.242284638,0.023464762000000004,0.23811337600000002,0.40101473299999996,0.33740713
6,Adam Morrison,3,SF,adam-morrison,2006,-0.627188565,0.017599666,0.13475722099999998,0.5040972810000001,0.34354583200000005
7,Ryan Hollins,50,C,ryan-hollins,2006,-1.1403271959999999,0.0,0.046265129,0.404903695,0.548831176
8,Samuel Dalembert,26,C,samuel-dalembert,2001,-0.586307794,0.0040210509999999994,0.184769638,0.397884609,0.41332470200000004
9,Damone Brown,36,SF,damone-brown,2001,-1.259392873,0.0,0.043803137,0.335952559,0.620244304
10,Alvin Jones,56,C,alvin-jones,2001,-1.088554185,0.00069446,0.062898088,0.38290733200000004,0.553500119
11,Sam Clancy,44,PF,sam-clancy,2002,-1.321624095,0.001197723,0.041680308,0.28617657,0.6709454
12,Andre Iguodala,9,SG,andre-iguodala,2004,0.723507888,0.115662675,0.405836971,0.160668426,0.317831928
13,Thaddeus Young,12,SF,thaddeus-young,2007,0.23558509,0.057339574000000004,0.39845339799999996,0.210754986,0.333452042
14,Daequan Cook,21,SG,daequan-cook,2007,-0.501947414,0.010837887,0.174134791,0.45177595600000003,0.363251366
15,JaJuan Johnson,27,PF,jajuan-johnson,2011,-1.21498146,0.000672015,0.070353094,0.29134657399999997,0.637628317
16,Jordan Williams,36,C,jordan-williams,2011,-0.44607608,0.005932099000000001,0.19495390899999998,0.358490947,0.440623045
17,Mason Plumlee,22,C,mason-plumlee,2013,-0.700841167,0.001170008,0.172470295,0.37957076799999995,0.446788929
18,Chris McCullough,29,PF,chris-mccullough,2015,-0.630996181,0.006566666999999999,0.19213333300000002,0.2932,0.5081
19,Pat Connaughton,41,SF,pat-connaughton,2015,-0.8337818709999999,0.000664804,0.08891347,0.432599715,0.47782201
20,Shane Battier,6,SF,shane-battier,2001,1.776771289,0.06667887,0.655715297,0.11622211800000001,0.161383714
21,Jamaal Tinsley,27,PG,jamaal-tinsley,2001,0.46812575,0.071168193,0.408753446,0.166773082,0.35330527899999997
22,Will Solomon,32,PG,will-solomon,2001,-1.301901339,0.0,0.025062692,0.342152068,0.63278524
23,Travis Hansen,37,SG,travis-hansen,2003,-1.355053967,0.000528736,0.022118081,0.328288245,0.649064938
24,Josh Childress,6,SF,josh-childress,2004,-0.102792004,0.019395903,0.29856797,0.326055739,0.355980388
25,Josh Smith,17,C,9-josh-smith,2015,-1.192473127,0.0,0.026755605,0.382057886,0.591186509
26,Royal Ivey,37,SG,royal-ivey,2004,-1.030784037,0.0,0.066388223,0.47813641799999995,0.45547535899999997
27,Marvin Williams,2,SF,24-marvin-williams,2005,0.971451805,0.10961904800000001,0.464428571,0.176428571,0.24952381
28,Salim Stoudamire,31,SG,salim-stoudamire,2005,-1.22338789,0.0,0.036843845,0.36673100399999997,0.596425151
29,Shelden Williams,5,PF,shelden-williams,2006,-0.8299575159999999,0.001680307,0.141285663,0.39410596200000003,0.46292806799999997
30,Solomon Jones,33,C,solomon-jones,2006,-1.3584936140000001,0.0,0.033607648999999996,0.277170314,0.6892220370000001
31,Al Horford,3,PF,al-horford,2007,0.707756205,0.088973525,0.440303555,0.19413306,0.27658986
32,Kirk Haston,16,PF,kirk-haston,2001,-1.25149325,0.0020860889999999997,0.039628914,0.327626686,0.630658311
33,David West,18,PF,david-west,2003,-0.41960310100000003,0.005991156,0.286473415,0.251416987,0.456118442
34,Draymond Green,35,SF,draymond-green,2012,-0.556659557,0.0024765489999999998,0.169968738,0.421028206,0.40652650700000004
35,Harrison Barnes,7,SF,harrison-barnes,2012,0.220673597,0.06666784099999999,0.35843417899999996,0.200094882,0.37480309799999995
36,Festus Ezeli,30,C,festus-ezeli,2012,-1.169515729,0.0,0.057072932,0.36457321600000003,0.578353852
37,Kevon Looney,30,PF,kevon-looney,2015,0.204173217,0.0083,0.355566667,0.37491666700000004,0.261216667
38,Zach Randolph,19,PF,zach-randolph,2001,0.22017162699999998,0.010008936999999999,0.343524193,0.39063258,0.255834291
39,Jason Jennings,42,C,jason-jennings,2002,-0.309111829,0.026795193999999998,0.276365749,0.23269051899999998,0.46414853899999997
40,Alton Ford,50,PF,alton-ford,2001,-0.41335765799999996,0.010009311,0.21713221600000002,0.349487896,0.423370577
41,Casey Jacobsen,22,SG,casey-jacobsen,2002,-0.271668668,0.014198424,0.257938815,0.369454165,0.358408596
42,Luol Deng,7,SF,luol-deng,2004,0.402108866,0.076092896,0.47185792299999996,0.135519126,0.316530055
43,Nate Robinson,21,PG,nate-robinson,2005,-0.534871435,0.003299275,0.23671417100000003,0.296688625,0.463297929
44,P.J. Tucker,35,SF,pj-tucker,2006,-0.460092589,0.006508848,0.19409026,0.416743394,0.382657499
45,Roy Hibbert,17,C,roy-hibbert,2008,0.030653331000000002,0.009763837,0.38544127,0.308611101,0.29618379100000003
46,DeMar DeRozan,9,SG,demar-derozan,2009,-0.286519007,0.042119859,0.225967262,0.366003788,0.365909091
47,Ed Davis,13,PF,2-ed-davis,2010,0.259815792,0.032182769,0.374500558,0.325111177,0.268205496
48,Terrence Ross,8,SG,terrence-ross,2012,-0.393773751,0.018984716999999998,0.21497628600000002,0.348887871,0.417151127
49,Quincy Acy,37,SF,quincy-acy,2012,-1.083851248,0.00030907,0.071857226,0.357689055,0.570144649
50,Richard Jefferson,13,SF,richard-jefferson,2001,-0.34009599100000004,0.010561418999999999,0.204911007,0.427876673,0.356650901
51,Jason Collins,18,C,jason-collins,2001,-0.504187239,0.005972994000000001,0.207072135,0.410867391,0.37608748
52,Brandon Armstrong,23,SG,brandon-armstrong,2001,-0.7447116220000001,0.013162878000000001,0.17568650600000002,0.285645211,0.5255054060000001
53,Tito Maddox,37,PG,tito-maddox,2002,-0.554828116,0.000915751,0.183768315,0.38489011,0.430425824
54,Luis Flores,55,SG,luis-flores,2004,-1.29883128,0.00016015299999999998,0.02172001,0.362343009,0.615776828
55,Luther Head,24,PG,luther-head,2005,-0.874334548,0.000104826,0.107947763,0.40730224,0.48464517100000004
56,Rudy Gay,8,SF,rudy-gay,2006,0.46212690799999995,0.083618277,0.42863719,0.160119071,0.327625462
57,Steve Novak,32,SF,steve-novak,2006,-0.794232211,0.0,0.074972173,0.51266365,0.41236417700000005
58,Nolan Smith,21,SG,nolan-smith,2011,-0.663804856,0.001932567,0.16741440900000001,0.405567523,0.42508550100000003
59,Jon Diebler,51,SG,jon-diebler,2011,-0.6723650320000001,0.0,0.13241977300000002,0.430724626,0.43685560100000004
60,Kyrie Irving,1,PG,kyrie-irving,2011,0.878822439,0.145133333,0.3847,0.133516667,0.33665
61,Tristan Thompson,4,PF,2-tristan-thompson,2011,0.550651756,0.0799,0.404183333,0.204216667,0.3117
62,Justin Harper,32,PF,justin-harper,2011,-1.1120033520000001,0.0,0.08853987,0.326838448,0.584621683
63,Dion Waiters,4,SG,dion-waiters,2012,0.8812986070000001,0.122661905,0.403533333,0.199038095,0.274766667
64,Jared Cunningham,24,SG,2-jared-cunningham,2012,-0.44139395200000003,0.012164518000000001,0.193810652,0.38509138,0.408933451
65,Bernard James,33,C,bernard-james,2012,-1.0934439040000001,0.0,0.058821607000000005,0.372845857,0.568332536
66,Jae Crowder,34,SF,jae-crowder,2012,-0.595557739,0.001250205,0.18452771699999998,0.38779319100000004,0.42642888799999995
67,Anthony Bennett,1,PF,anthony-bennett,2013,0.338017425,0.065866667,0.387,0.203416667,0.34371666700000003
68,Allen Crabbe,31,SG,allen-crabbe,2013,-0.562182507,0.0034651490000000003,0.152968209,0.431709994,0.411856648
69,Carrick Felix,33,SG,carrick-felix,2013,-1.208663593,0.0,0.039530919,0.360240658,0.600228423
70,Ike Diogu,9,PF,ike-diogu,2005,-0.523233245,0.009637211,0.219135141,0.366969735,0.404257914
71,Chris Taft,42,PF,chris-taft,2005,-0.5362187079999999,0.003696763,0.14238318,0.48939154,0.364528516
72,Patrick O'Bryant,9,C,patrick-o-bryant,2006,-0.053936217,0.018479873,0.29454603,0.398548083,0.288426013
73,Jermareo Davidson,36,PF,jermareo-davidson,2007,-1.305091185,9.76795e-05,0.02812819,0.34832260200000004,0.6234515279999999
74,Stephane Lasme,46,PF,stephane-lasme,2007,-1.126446842,0.0,0.033650267000000005,0.42080560100000003,0.545544131
75,Anthony Randolph,14,PF,anthony-randolph,2008,-0.425511294,0.014825581000000001,0.25746124,0.294597868,0.43311531
76,Richard Hendrix,49,PF,richard-hendrix,2008,-1.129893634,0.0005495519999999999,0.048082634000000006,0.38861135799999996,0.562756456
77,Joe Johnson,10,SF,joe-johnson,2001,-0.228294525,0.020672462,0.258822735,0.38097191799999996,0.339532885
78,Joseph Forte,21,SG,joseph-forte,2001,0.284224193,0.12314448199999999,0.308616696,0.135274098,0.43296472399999997
79,Kevin Love,5,PF,kevin-love,2008,0.701868383,0.12477231300000001,0.39428506399999996,0.182695811,0.298246812
80,Donte Greene,28,SF,donte-greene,2008,-0.8611528140000001,0.002412281,0.148815789,0.351929825,0.496842105
81,Hasheem Thabeet,2,C,hasheem-thabeet,2009,-0.048061645,0.031390863,0.318884152,0.301575741,0.34814924399999997
82,DeMarre Carroll,27,PF,demarre-carroll,2009,-1.082646133,0.00045109400000000003,0.095981902,0.31982907899999996,0.583737925
83,Sam Young,36,SF,sam-young,2009,-0.722306848,0.000291576,0.16335861699999998,0.415221734,0.421128073
84,Xavier Henry,12,SG,xavier-henry,2010,0.24416485300000002,0.060200364000000006,0.350865209,0.296880692,0.292053734
85,Dominique Jones,25,SG,0-dominique-jones,2010,-1.094464866,0.00295923,0.039675938,0.43157702700000006,0.525787806
86,Greivis Vasquez,28,SG,greivis-vasquez,2010,-1.0197271909999999,0.0014021729999999998,0.07052725900000001,0.392118232,0.535952336
87,Josh Selby,49,PG,josh-selby,2011,-0.423177433,0.003966667,0.212066667,0.383266667,0.4007
88,Tony Wroten,25,PG,tony-wroten,2012,-0.245215022,0.021566667,0.280566667,0.2869,0.410966667
89,Jordan Adams,22,SG,2-jordan-adams,2014,0.416089009,0.051623342999999995,0.35778070799999995,0.32551334600000004,0.265082604
90,Jarell Martin,25,PF,jarell-martin,2015,-0.7217396640000001,0.0014716360000000001,0.15872561699999999,0.35777267799999996,0.482030069
91,Troy Bell,16,PG,troy-bell,2003,-1.07655702,0.000672273,0.068574472,0.385004591,0.545748664
92,Dahntay Jones,20,SG,dahntay-jones,2003,-1.127440583,0.001612973,0.07240794099999999,0.38158497399999997,0.544394113
93,Brandon Hunter,56,PF,brandon-hunter,2003,-1.309554944,0.0,0.022882357000000002,0.323309707,0.653807936
94,Delonte West,24,SG,delonte-west,2004,-0.7792922859999999,0.007151243000000001,0.148452857,0.34802052299999997,0.49637537600000003
95,Tony Allen,25,SG,tony-allen,2004,-0.8664471779999999,0.007969967,0.109174265,0.361727355,0.521128413
96,Justin Reed,40,SF,justin-reed,2004,-1.510119446,0.0008083210000000001,0.013231625,0.23764098600000003,0.7483190679999999
97,Ryan Gomes,50,SF,ryan-gomes,2005,-1.034835774,0.000252417,0.08432440599999999,0.3736897,0.5417334770000001
98,Orien Greene,53,PG,orien-greene,2005,-1.20619942,0.00032161900000000004,0.046239632,0.336289684,0.617149065
99,Randy Foye,7,SG,randy-foye,2006,-0.300179995,0.036798019,0.230454942,0.287249231,0.44549780899999997
100,Jeff Green,5,SF,jeff-green,2007,0.077181143,0.043752093,0.324311358,0.256275342,0.37566120799999997
101,Gabe Pruitt,32,PG,gabe-pruitt,2007,-0.7789871490000001,0.007583099,0.16434464099999999,0.308926692,0.519145567
102,J.R. Giddens,30,SG,jr-giddens,2008,-1.212790993,0.0,0.026419841,0.40369536100000003,0.5698847979999999
103,Lester Hudson,58,SG,lester-hudson,2009,-0.9331986879999999,0.00098341,0.038579636,0.506165776,0.454271178
104,Avery Bradley,19,SG,avery-bradley,2010,-0.18671147,0.039254386,0.291315789,0.281710526,0.387719298
105,Luke Harangody,52,PF,luke-harangody,2010,-1.228701512,0.004169845,0.035532349,0.35444345899999996,0.6058543470000001
106,Jared Sullinger,21,PF,jared-sullinger,2012,0.44468112299999996,0.022565109,0.40867264,0.32864506,0.240117191
107,Kris Joseph,51,SF,kris-joseph,2012,-1.0694359340000001,0.0,0.05797981,0.39338849200000003,0.548631698
108,Marcus Smart,6,PG,marcus-smart,2014,0.9972631999999999,0.163507826,0.36384558899999997,0.14213199599999998,0.33051459
109,James Young,17,SF,james-young,2014,0.023821786,0.0317,0.310783333,0.359264286,0.298252381
110,Marcus Thornton,45,SG,2-marcus-thornton,2015,-1.202113387,0.000489255,0.021634511000000002,0.389748446,0.588127788
111,Marcus Thornton,45,SG,marcus-thornton,2009,-1.200840893,0.000949911,0.049597252,0.368527606,0.58092523
112,Marcus Thornton,43,SG,2-marcus-thornton,2015,-1.202113387,0.000489255,0.021634511000000002,0.389748446,0.588127788
113,Marcus Thornton,43,SG,marcus-thornton,2009,-1.200840893,0.000949911,0.049597252,0.368527606,0.58092523
114,Terry Rozier,16,PG,terry-rozier,2015,-0.637633814,0.007467100999999999,0.188247503,0.299670223,0.504615174
115,R.J. Hunter,28,SG,rj-hunter,2015,-0.836776877,0.004112703,0.12123949099999999,0.385605421,0.489042385
116,Jordan Mickey,33,PF,jordan-mickey,2015,-0.745960108,0.0014437870000000002,0.144665538,0.37433251799999995,0.47955815799999996
117,Shannon Brown,25,SG,shannon-brown,2006,-0.7130982490000001,0.01003574,0.154995876,0.37829050299999994,0.456677881
118,Daniel Gibson,42,PG,daniel-gibson,2006,-0.457124904,0.010676808000000001,0.250537607,0.30979543600000004,0.428990149
119,J.J. Hickson,19,PF,jj-hickson,2008,-0.215940603,0.010678392,0.236599665,0.414907873,0.33781407
120,Danny Green,46,SF,danny-green,2009,-0.345189056,0.0013501820000000001,0.229178367,0.41868194,0.350789511
121,John Jenkins,23,SG,2-john-jenkins,2012,-0.541753731,0.004348225,0.153131284,0.428610228,0.41391026299999994
122,Mike Scott,43,PF,32-mike-scott,2012,-1.224537277,0.000347862,0.03563054,0.354899663,0.609121935
123,Shane Larkin,18,PG,shane-larkin,2013,-0.411266786,0.005543345,0.271785963,0.258576863,0.46409382899999996
124,James Ennis,50,SF,james-ennis,2013,-1.1769696809999999,0.0,0.036649456000000004,0.378062379,0.5852881639999999
125,Adreian Payne,15,PF,adreian-payne,2014,-0.7613444559999999,0.000407614,0.151041217,0.405494312,0.443056856
126,Aaron Brooks,26,PG,aaron-brooks,2007,-1.002141462,0.000226926,0.11265398800000001,0.34265898100000003,0.544460105
127,Patrick Patterson,14,PF,patrick-patterson,2010,-0.546382504,0.00266597,0.18768717699999998,0.41652859200000003,0.39311826200000005
128,Marcus Morris,14,PF,marcus-morris,2011,-0.59167767,0.00085145,0.168420785,0.439121032,0.391606733
129,Chandler Parsons,38,SF,chandler-parsons,2011,-0.754461481,0.000245607,0.136776761,0.415688375,0.44728925700000005
130,Jeremy Lamb,12,SG,jeremy-lamb,2012,0.076846822,0.016579435,0.30918326100000004,0.388164485,0.286072819
131,Royce White,16,SF,royce-white,2012,-0.193489861,0.0184,0.24375,0.357366667,0.380483333
132,Terrence Jones,18,PF,terrance-jones,2012,0.132519059,0.032260825,0.352716879,0.29811345699999997,0.316908839
133,Isaiah Canaan,34,PG,isaiah-canaan,2013,-0.985065573,0.000127015,0.10931585,0.347792098,0.542765037
134,Nick Johnson,42,SG,7-nick-johnson,2014,-0.972089828,0.0017917929999999999,0.088348209,0.38314203700000005,0.526717961
135,Sam Dekker,18,SF,sam-dekker,2015,0.254164944,0.008691989,0.38500394600000004,0.32905360100000003,0.277250464
136,Montrezl Harrell,32,PF,montrezl-harrell,2015,-0.436183176,0.003904083,0.20032108399999998,0.41158411899999997,0.384190715
137,Travis Diener,38,PG,travis-diener,2005,-1.0727218729999999,0.000571716,0.044487425,0.41190444600000004,0.543036414
138,Andrew Wiggins,1,SG,andrew-wiggins,2014,0.6941047309999999,0.11021666699999999,0.42225,0.11800000000000001,0.34953333299999995
139,Joe Harris,33,SG,joe-harris,2014,-0.999378558,0.0,0.08927027900000001,0.387283671,0.52344605
140,Tyus Jones,24,PG,tyus-jones,2015,0.24354879699999998,0.0272,0.414561905,0.284404762,0.273833333
141,Jonny Flynn,6,PG,jonny-flynn,2009,-0.5203312489999999,0.021986542,0.246032485,0.20837545,0.523605523
142,Ty Lawson,18,PG,ty-lawson,2009,-0.070405635,0.004104395,0.329378505,0.319197921,0.34731917799999995
143,Wayne Ellington,28,SG,wayne-ellington,2009,-0.690986623,0.000197937,0.17423618300000002,0.396519244,0.42904663600000004
144,Nick Calathes,45,PG,nick-calathes,2009,-1.06596363,0.006084119,0.110707166,0.261318585,0.62189013
145,Wesley Johnson,4,SF,wesley-johnson,2010,0.053817174,0.035264234,0.344247533,0.240359755,0.380128478
146,Luke Babbitt,16,SF,luke-babbitt,2010,-0.903508175,0.004230645999999999,0.12544060099999998,0.361933878,0.508394875
147,Trevor Booker,23,PF,trevor-booker,2010,-0.904315062,0.00023820400000000003,0.10772711199999999,0.420084775,0.471949909
148,Derrick Williams,2,PF,3-derrick-williams,2011,1.156263453,0.166002273,0.40636119200000004,0.159771362,0.267865173
149,Robbie Hummel,58,SF,robbie-hummel,2012,-0.8860291220000001,0.000576045,0.109472592,0.379726758,0.510224605
150,Josh Harrellson,45,C,josh-harrellson,2011,-0.799567334,0.000384474,0.11937498,0.41577817799999994,0.46446236799999996
151,Anthony Davis,1,PF,3-anthony-davis,2012,1.4303646909999999,0.10326666699999999,0.5890833329999999,0.076133333,0.23151666699999998
152,Austin Rivers,10,SG,austin-rivers,2012,-0.145823923,0.036233333,0.268866667,0.334097619,0.360802381
153,Darius Miller,46,SF,darius-miller,2012,-0.7624414290000001,0.000140748,0.118434526,0.441771763,0.43965296299999995
154,Nerlens Noel,6,C,nerlens-noel,2013,1.08444878,0.117252381,0.479164286,0.1294,0.27418333300000003
155,Noah Vonleh,9,PF,noah-vonieh,2014,0.88516864,0.099,0.46106666700000004,0.1801,0.259833333
156,Shabazz Napier,24,PG,shabazz-napier,2014,-0.803921841,0.00112918,0.153899813,0.34104462399999996,0.5039263820000001
157,Dwight Powell,45,PF,dwight-powell,2014,-1.437694654,0.0,0.021705207999999997,0.264808597,0.713486196
158,Branden Dawson,56,SF,branden-dawson,2015,-0.94832171,0.000308971,0.09316623800000001,0.39117086100000004,0.51535393
159,Shabazz Muhammad,14,SF,shabazz-muhammad,2013,-0.738454845,0.000666667,0.161033333,0.35631666700000003,0.48198333299999996
160,Gorgui Dieng,21,C,gorgui-dieng,2013,-0.7096794909999999,0.001011468,0.152128445,0.402509868,0.444350219
161,Erick Green,46,PG,erick-green,2013,-1.201441963,0.0,0.032744567999999995,0.38256960100000004,0.584685831
162,Rodney Hood,23,SG,rodney-hood,2014,-0.315093348,0.002403967,0.236255935,0.414664765,0.346675333
163,Jarnell Stokes,35,PF,jarnell-stokes,2014,0.144021715,0.014131988,0.293791082,0.41587172,0.27620521
164,Trey Lyles,12,PF,trey-lyles,2015,0.26750941100000003,0.022385713999999998,0.35132857100000003,0.403052381,0.223233333
165,Olivier Hanlan,42,SG,olivier-hanlan,2015,-0.939601082,0.00022736900000000002,0.058708643,0.482292406,0.458771582
166,Reggie Bullock,25,SG,2-reggie-bullock,2013,-0.363011514,0.000829094,0.213444188,0.42835014899999996,0.357376569
167,Kenny Satterfield,53,PG,kenny-satterfield,2001,-0.452126511,0.023702667,0.257938946,0.241190884,0.477167503
168,Josh Howard,29,SF,josh-howard,2003,-0.255454298,0.0057470030000000005,0.255466755,0.3582248,0.380561442
169,Maurice Ager,28,SG,maurice-ager,2006,-1.130726183,0.00015632799999999998,0.061634747000000004,0.40295857399999996,0.5352503510000001
170,Nick Fazekas,34,PF,nick-fazekas,2007,-1.142440065,0.0,0.055473133,0.378605491,0.565921376
171,Shan Foster,51,SG,shan-foster,2008,-1.20277047,0.0,0.029972987000000003,0.398565125,0.571461888
172,Ahmad Nivins,56,PF,ahmad-nivins,2009,-1.23689697,0.001435249,0.045319125,0.35196905700000003,0.601276569
173,Solomon Alabi,50,C,solomon-alabi,2010,-1.147034834,0.0,0.05791079,0.38311762299999996,0.558971587
174,Jordan Hamilton,26,SF,2-jordan-hamilton,2011,-0.42816448700000004,0.0018628310000000001,0.202777928,0.412339699,0.383019541
175,Tyler Zeller,17,C,tyler-zeller,2012,-0.886482478,0.000952833,0.139317726,0.36551056200000004,0.494218879
176,Darius Johnson-Odom,55,SF,darius-johnson-odom,2012,-1.163017907,0.0,0.045374649,0.397456996,0.557168356
177,Kelly Olynyk,13,PF,kelly-olynyk,2013,-0.57888199,0.008095686,0.157718954,0.436653771,0.39753158899999996
178,Mike Muscala,44,PF,mike-muscala,2013,-1.116139235,0.001540374,0.037592367,0.39736068799999996,0.56350657
179,Justin Anderson,21,SF,justin-anderson,2015,-0.635744631,0.000926066,0.157187056,0.412166931,0.42971994700000005
180,Jamison Brewer,40,PG,jamison-brewer,2001,-0.583902055,0.006037294,0.194627771,0.342142744,0.45719219200000005
181,Jordan Hill,8,PF,jordan-hill,2009,-0.398916517,0.004210538,0.278330378,0.323639538,0.393819546
182,Andy Rautins,38,SG,andy-rautins,2010,-1.094731814,0.0009475180000000001,0.049734265,0.389562709,0.559755509
183,Iman Shumpert,17,PG,iman-shumpert,2011,-0.46618921399999996,0.01167475,0.24424944399999998,0.269154752,0.474921055
184,Miles Plumlee,26,PF,miles-plumlee,2012,-0.7234322,0.000378714,0.154787755,0.39365738,0.45117615
185,Solomon Hill,23,SF,solomon-hill,2013,-1.08797892,0.0,0.05128024,0.39567722899999996,0.553042531
186,Colton Iverson,53,C,colton-iverson,2013,-1.177163018,0.004160936,0.04760835099999999,0.339127856,0.609102857
187,Antoine Wright,15,SG,antoine-wright,2005,-1.1603243559999998,0.0012503710000000001,0.054812432,0.384795509,0.5591416889999999
188,Marcus Williams,22,SF,marcus-williams,2007,-1.036945497,0.001629615,0.08842120099999999,0.393028007,0.516921176
189,Marcus Williams,22,PG,2-5-marcus-williams,2006,-0.581940486,0.006370245,0.21381325399999998,0.309843927,0.469972574
190,Marcus Williams,33,SF,marcus-williams,2007,-1.036945497,0.001629615,0.08842120099999999,0.393028007,0.516921176
191,Marcus Williams,33,PG,2-5-marcus-williams,2006,-0.581940486,0.006370245,0.21381325399999998,0.309843927,0.469972574
192,Josh Boone,23,C,josh-boone,2006,-0.924881748,0.001184168,0.073858516,0.47311223399999996,0.451845082
193,Hassan Adams,54,SG,hassan-adams,2006,-1.016680524,0.003368882,0.06200404,0.421001814,0.513625264
194,Sean Williams,17,C,sean-williams,2007,-0.560511843,0.006712721,0.183916618,0.39678992399999996,0.41258073700000003
195,Marreese Speights,16,C,marreese-speights,2008,-0.515967129,0.014006946000000001,0.153577238,0.442504313,0.389911502
196,Jrue Holiday,17,PG,jrue-holiday,2009,0.66358932,0.10206044,0.453846154,0.14613095199999998,0.297962454
197,Evan Turner,2,SG,evan-turner,2010,0.326732122,0.081517103,0.341627303,0.219071183,0.357784411
198,Chris Wilcox,8,PF,chris-wilcox,2002,-0.33533151699999997,0.005287712,0.18991017300000002,0.51649675,0.288305366
199,Melvin Ely,12,PF,melvin-ely,2002,-1.013735255,0.0,0.08656738,0.41554135,0.49789127
200,Chris Kaman,6,C,chris-kaman,2003,0.406959241,0.05680396099999999,0.29786488899999997,0.374721653,0.270609497
201,Lionel Chalmers,33,PG,lionel-chalmers,2004,-1.395950201,0.0,0.026293055,0.28962562199999997,0.684081323
202,Daniel Ewing,32,PG,daniel-ewing,2005,-1.124261102,0.000794313,0.060149505,0.402948746,0.536107436
203,Paul Davis,34,C,paul-davis,2006,-1.147575938,0.0020964729999999997,0.049802501,0.36806807399999997,0.580032951
204,Guillermo Diaz,52,SG,guillermo-diaz,2006,-1.17029603,0.000656052,0.051492409,0.364697217,0.5831543220000001
205,Al Thornton,14,SF,al-thornton,2007,-1.122221451,0.002371322,0.11275821400000001,0.262559545,0.622310919
206,Jared Jordan,45,PG,jared-jordan,2007,-1.0014171170000001,0.0,0.0504095,0.439857541,0.5097329589999999
